stemming_data,sentiment_score,sentiment
gol bahrain masuk lowlight aja gapantes masuk highlight,-0.1531,Negatif
timnas siar indosiar karna karna komentator nya semangat,0.0,Netral
wasit ky ee mkan tu ee,0.0,Netral
bahrain zalim,0.0,Netral
lucu bngt mc nya quotsedikit dorong langsung guling guling pusat perhatianquotquothati hati indonesiaquot,0.0,Netral
bahren ngarampok gara gara wasit curang pecat wasit fear hakim gris,-0.4939,Negatif
ttep indonesia ynk mnang bahrain klah bnyak ynk curang,0.0,Netral
surabaya usaha swasta tipu jam kerja gak wajar gak manusiawi udah gitu gaji gak banding kerja jam kerja resiko mohon perhati bantu perintah pusat indonesia cinta usaha swasta surabaya indonesia semenamena karyawannya,0.0,Netral
bos cino,0.0,Netral
hatihati kak lamar kerja usaha swasta surabaya jamin gak sejahterah bos nya cina sampek tua gak sejahterah kak bohong usaha swasta surabaya kasihan karyawan pribumi kak,0.0,Netral
markendatofficialbacot londo ireng,0.0,Netral
info akun wasit,0.0,Netral
wasit ajar pro bahrainbola offsite nyata gol,0.0,Netral
target raih poin kalah cina arab saudi,0.0,Netral
wasit nya ba alawi,0.0,Netral
referee is guoblock,0.0,Netral
timnas indonesia tinggal tahan unggul main bola kaki kaki,0.0,Netral
wasit unik cik,0.0,Netral
ajar timnas indonesia hadap tim asia timur provokasi lawan hindar blunder apa,0.0,Netral
sabar balas gbk,0.0,Netral
nama tanding indonesia vs bahrain wasit om,0.0,Netral
pdhl x dicurangin mukidi pilpres adem ayem netizen goblog ,0.0,Netral
out of topic kadrun,0.0,Netral
moga indonesia jaya,0.0,Netral
tunggu gbk bahrain,0.0,Netral
kwokwowk kocak anjeng si unta arab duit kenceng,0.0,Netral
menang matatapi sayang rampok wasit botak,0.0,Netral
bahrain a lot people assuuuuuuuuuuuu,0.0,Netral
bahrain haram,0.0,Netral
ayo garuda main nya stadion gelora karno habisin bahrain,0.0,Netral
lihat negara curang tukang suap wasit,0.0,Netral
wasit nya sdh d santettinggal tggu aja,0.0,Netral
wassssiiiitnya bagong,0.0,Netral
wasit anakquot tdk tau beda dgn tambah,0.0,Netral
dunia afc malu dirinyaasosiasi buruk asia engga majumaju sepakbolanya,0.0,Netral
menit a href timbul nya murka ku wasit warik,0.0,Netral
nonton giant killing nyala garuda ku,-0.6597,Negatif
indonesia udah juara d hati moga bahrain k timpa bom,0.0,Netral
gin bikin highlight tu kaya tv belah menit pon gol doang wkwk,0.34,Positif
bahrainharus bayar harga mahal curang laku wasit upmoral,0.0,Netral
negara arab takut king indo sampe sogok wasit bangat,0.0,Netral
wasit as,0.0,Netral
coach sty suka nonton timnas,0.0,Netral
ken gebukin wasit nya like,0.3612,Positif
menit udh tengah bola kiper bahrain pluit engga bunyi botak biadap,0.0,Netral
coba pertahatikan kmbali ktika jatuh nya main bahrain sblm mlakukan tendang pojok tangan asih jempol wasit ktika tidur,0.0,Netral
kalo pribadi mana sejarah dunia sepak bola kalo habis sah,0.0,Netral
tolong evaluasi main quotwitan soelaemanquotdia masuk kali blunder tendang pelanggaransetelah tarik tom haye quot main sesuai main witan hilang semangatbeberapa kali sempat umpanya matang mudah tebakposisinya acak bingung main blunderharusnya yg bingung lawan kawan sendiritidak semangatkeyakinan main ragu serang main yg tom haye,0.0,Netral
kepala botak emang beda,0.0,Netral
hh,0.0,Netral
timnas kitaini suda timnas jepang korea lawan timnas timteng banyakin gol,0.0,Netral
sampe dongkol banget gue wasit botak,0.0,Netral
gue,0.0,Netral
jidat wasit hitam garagara sholat dipukulin orang,0.0,Netral
kalo didzolimi kaya gin ending nya indah doa,-0.5106,Negatif
kasih rate bintang hubung bahrain,0.0,Netral
tunggu aja main indonesia kau bujang,0.0,Netral
menit,0.0,Netral
wasitt anjj,0.0,Netral
bahrain drama dream team bahrain have good financial but they dont have good quality,0.743,Positif
wasittt qontolllllpukiiii makkkk,0.0,Netral
main bharain penuh drama sentuh jatuh guling guling malu menjijikandi wasit om yg sekongkol degan afc yg ketua salman al khalifa bharain wajah makluk ahmed alkhaf,0.0,Netral
hei yg ngerti mafia bola tambah menit goaalnya menit,0.0,Netral
fc guling guling bantu wasit,0.0,Netral
wasit jabat mu wasit adil adil hr ratus juta manusia tonton,0.0,Netral
arent you ashamed of the very embarrassing victory the added time was six to ten minutes after the goal was blown youre embarrassed youre a cemen,-0.4289,Negatif
fifa bleguq keluar bahrain fifa gentle negara curang az jilat,0.4404,Positif
lawan china pakai jersey bangga indonesia merah bawa aura positip,0.0,Netral
putih gw skrg,0.0,Netral
jazirah yg dibanggabanggakan mayoritas orang indonesia  china ketemu sma orang jazirah israel cuman nonton rokok ,0.0,Netral
shittt,0.0,Netral
ga bakln tuh umur wasit botak,0.0,Netral
bahrain gede uang pikir wasit wkwkwk,0.0,Netral
negara mayoritas muslim bisnis bisnis haram ya niat bgt nyogok wasit pakai duit singkir timnas indo,0.0,Netral
wasit matiin aja,0.0,Netral
main bola bikin jijik najis haram jadah menang klo maennya drma kotor ky gin,0.0,Netral
wasit badut,0.0,Netral
main gulingguling ,0.0,Netral
anda ga gol lawan timur,0.0,Netral
starting indonesia ga satu yg nama indonesia smuanya naturalisasi,0.0,Netral
wasit kartu merah,0.0,Netral
tandain si botak kalo ketemu jalan gw ajak ngopi lo,0.0,Netral
nyala garuda wlau hasil imbang bangga,0.0,Netral
nonton ulang emang payah wasitnyapemain sampe gak fokus main gara main wasit tggu kandang indonesia ya,0.0,Netral
kelas piala dunia piala kaya pila receh beli,0.0,Netral
wasit tuan rumah jelstapi sedikin masuk sty kayak salah masukin witan menit main yg tahan bagus masukinsetelah masuk witan salah witan yg untung lawan,0.0,Netral
wau,0.0,Netral
wasit gak gak percaya henti jalan,0.0,Netral
gilaaaaaterlepasdr curang si botakgue kagum baris tahan king indosmua goal babi cipta dr bola matibang jayyyyy dkk solid amet baris belakangsmoga lawan cina ntarking indo raih poin,0.1531,Positif
lawan tindak ya udah curang,0.0,Netral
ah udah nggak kaget elit politik udah disetting rupa semangat indonesia,0.0,Netral
semangat pahlawan indonesia,0.0,Netral
msh yg bilang gk klo uang bknya,0.0,Netral
andai martin maju potong bolakaya ernando,0.0,Netral
wasit kya gin lisensi fifa ,0.0,Netral
lepas gol menit main bahrain pantang serah indonesia fokus tahan menang menit over menang tanding alam fokus sampe wasit tiup peluit,0.0,Netral
lo tau matematika kagak sih,0.0,Netral
wasit mkn duit haram,0.0,Netral
terima ksh cik da me doa timnas km moga cik kluarga berkah umur berkah rezeki aamiin allahumma aamiin ,-0.5106,Negatif
indonesia vs bahrain indonesia vs bahrain,0.0,Netral
kalo duit cepet coba cari google rokok kalo ngga percaya lumayan iseng hadiah,0.0,Netral
wasit bobok aja sih gk liat klo bahrain langgar,0.0,Netral
a href hatihati indonesia witan lari gak maksimal peluang counter attack nathan masuk menit witan masuk menit,-0.4767,Negatif
main komplain wasit wasit ndak iso basa inggris langgar kowa kowo,0.0,Netral
bahrain malu wasit kayak gin pecat fifa,0.0,Netral
dikt dikit jatuh babi lu bahrain gilir indonesia jatuh ga pluit,0.0,Netral
goal bahrain gk halal,0.0,Netral
jgn salah wasit syukur imbang,0.0,Netral
bacot babu,0.0,Netral
gol struick gol kaka banget,0.0,Netral
wasit ya menang curang,0.0,Netral
uji jalan laga besarcurang curang amin mudah kena karma wasit sial,0.0,Netral
wasit ga bener bolos sekolah,0.0,Netral
wasit nya,0.0,Netral
menit weh dah,0.0,Netral
liat wasit nya sebrasi gol trahir bahrein,0.0,Netral
indonesia curang wasif var,0.0,Netral
obset tuh bhr,0.0,Netral
orang belanda pahlawan bangsa indonesia sepakbola indonesia derajat angkat drastis gemilang belanda indonesia saudara tua,0.0,Netral
sedih gara gara wasit,0.0,Netral
lemah indonesia udah hujung grogi,0.0,Netral
ya adik ajar matematika yahh,0.0,Netral
duit suap bagi afc wasit makan kebeepihakan curang nyataapalagi ketua afc nya bahrain cocok,0.0,Netral
ntah bilang moment nya wasit niup peluit bahrain serang momen main mendelay main dgn main ball position sampe tunggu peluit ya,0.0,Netral
bismillah moga gbk raih point curang wasit botak kerja keras timnas garuda coach sty,0.0,Netral
panggil saddil ramdhani pssi kuat timnas indonesia senior,0.0,Netral
bapuk,0.0,Netral
main kotor tim timur liat sugbk bahrain tunggu,0.0,Netral
money bahrain master diving,0.0772,Positif
pecat aja wasit,0.0,Netral
kecewa apa tetep optimis ya sepak bola dukung aja timnas mudah mudah down tetep semangat,0.0,Netral
bahrain kalah gak terima nambah takut malu,0.0,Netral
menit anjirrr,0.0,Netral
yah anehh,0.0,Netral
main mnt,0.0,Netral
warga belanda senyum lebar anak nya yg cerah indonesia gaji fantastis anak lokal main liga tarkam,0.0,Netral
sedih negara ken nonton televisi susah,0.0,Netral
lolos pildun timnas indonesia yg khianat tuhan yg maha adil bahrain lolos pildun qatar u qatar qatar lolos piala asia olimpiade kanhati hati dgn ketlusan hati main timnas diaspora tuhan maha adilbahrain nasib qatar,0.0,Netral
balas indonesia,0.0,Netral
ajar jepang bosss curang me bahrain semangat garuda,0.0,Netral
wasit tdk erti waktupicek matane,0.0,Netral
bukti indonesia segani bahrain kandang lawan timnas bangga tahan imbang indonesia,0.0,Netral
wasit nya ko senang,0.0,Netral
jorgi jgn main klau piala dunia,0.0,Netral
the referee was bribed with money by bahrain,0.0,Netral
wasit pala botak dipecattt masuk akalll wasit sogok bala bala,0.0,Netral
hina menang bantu wasit,0.0,Netral
licik gundul,0.0,Netral
indonesia curangin gak lolos libur nonton piala dunia,0.0,Netral
ahir juang timnas sisa tanding cetak sejarah lolos pildun bahrain hancur lebur tdk raih menang sisa tanding,0.0,Netral
benci rambut gundul l fuck,-0.5423,Negatif
menit udah bola udah nglewatin garis tim indonesia yg nyerang udah tiup peluit,0.0,Netral
coba perhati mnt detik indonesia chance nyetak goal posisi marselino lari santai gak ngepress anda aja marcelino lngsung lari tengah bek lawan psti bingung ngeblok witan ngejaga marcelino,0.25,Positif
lapor fifa,0.0,Netral
wasit curangdah lostime,0.0,Netral
demo bersilitsilit dubes bahrain jakarte,0.0,Netral
main kacau si witan masuk mesti masuk skor beda tipis aja udah deh si witan masuk,0.0,Netral
a href a href pdhal bru masuk udh bersikomungkin trlalu smngat,0.0,Netral
airantum iya salah orang koreksi salah sty blunder ganti main,0.0,Netral
indonesia ku hati,0.0,Netral
sy kenal main bola italia seriadari rcti ok kangen ken lihat liga italia ria kaya rcti ok yg mah,0.5267,Positif
wasit koplok,0.0,Netral
indonesia kutuk samas wasit curang doa moga perut nya buncitkualat dunia akhirat enggk berkah nggk laku wasit mlarat,-0.5106,Negatif
doa kayak gtu ga kabul,-0.5106,Negatif
mhn maaf izin masuk ya abang sya kritik tanding kemarin indonesia vs bahrainpada dasar tanding atur wasit ko wasit kek ajg bgt ga si knya wasit balap karung diakirain pon aceh yg wasit micinternyata bahrain wasit yg angin kempes otak,0.0,Netral
hidup timnas bahrin timnas guling guling,0.0,Netral
kyk gin lh indonesia guys ga terima sm nyata,0.0,Netral
bacot bot,0.0,Netral
negara minyak lawan,0.0,Netral
indonesia vs referee,0.0,Netral
sempet nya ketawa bareng main,0.0,Netral
timnas curang wasit kecewa,0.0,Netral
wasit bentar tidur,0.0,Netral
gak yah awut ajh udh kali gak masuk akal yah,0.0,Netral
seadenya sandy gk ganti,0.0,Netral
beck kiri kmn,0.0,Netral
indonesia butuh jairo tandem tom haye,0.0,Netral
wasiittt jemmbbbbb,0.0,Netral
wasit wajib musnah,0.0,Netral
indonesia menang curang sang wasit,0.0,Netral
ok lihat kualitas jepang baik cetak gol juang maju yg utk kali tahan imbang laga,0.296,Positif
indonesia majuitu ajar indonesia guysdro aja senang guys alhamdulillah guys,0.0,Netral
ga adil anj nya lebihini curangbotak shiball,0.0,Netral
bahrain bahtime,0.0,Netral
wasittt kntll,0.0,Netral
wasit ahmed al kaff copot lisensi wasit umur hidup amp penjara umur hidup wasit ahmed al kaf rampok bahaya negara bahrain hukum larang sepak bola afc amp fifa coret bahrain afc amp fifa,0.0,Netral
najis wasit kaga da check var kalo bahrain,0.0,Netral
si gimbal emang gk sportif bisa nuding offside pdahal jadi dpn mata,0.0,Netral
main indo ya yg lihat,0.0,Netral
indojawir,0.0,Netral
selamat timnas bahrainberkat bantu wasit baik afc hindar kalah sibotak anjaaaayyyy,0.0,Netral
mafia bola jngn harap sepak bola negri maju,0.0,Netral
a b c d nunggu bahrain goldua gue wasit palkon,0.0,Netral
trending ya dunia,0.0,Netral
botak botak,0.0,Netral
syukur lh draw dr pd kalah d dpn mata kt unggul sdh menit sdh dpn mata menang,0.0,Netral
suporter bahrain gbk catet,0.0,Netral
helloooo fifa baik bahraindid you knowquotafc bobrok memalukanquotquotbahrain menjijikkanquot,0.0,Netral
semngat pahlawan bangsa,0.0,Netral
bahrain pantek,0.0,Netral
setelh gol wasit lari main bahraindan raya gol,0.0,Netral
semangat timnas indonesia,0.0,Netral
usut tuntas komunikasi telinga wasit operator tegur operator wasit hirau putus buatbuat,0.0,Netral
kesal bang wasit curang,0.0,Netral
main indonesia main polos jatuh langgar kak main menit ulur waktukalau wasit nya berat belah main pake otak pisik doang gulingguling aja sentuh main lawan,0.0,Netral
tambah menitkorupsi menitdrama banget,0.0,Netral
garuda jaya,0.0,Netral
bahrain ancokkkkk,0.0,Netral
untung aja gol gak gol kmaren skarang main,0.0,Netral
salut tim bahrain main junjung nilainilai fair play pimpin wasit adil tanding,0.5719,Positif
iya tim bahrain wasit sama jago,0.0,Netral
arab arab,0.0,Netral
terbang garuda,0.0,Netral
coba wasit desa udah abis ga pulangpulang tgl namany,0.0,Netral
depan baik main tenang area tahan lawan pressing ketat fokus konsentrasi peluit siasiakan peluang counter attack dgn umpan yg akurat transisi tahan counter attack udah cepat bahaya tenang akurat anyway salut juang timnas,-0.7351,Negatif
assist ringan harga mees debut perdana,0.0,Netral
wasit ajar ajar hitung tingkat sekolah dasar,0.0,Netral
trimakasih timnas ku garuda ku doa serta mu bangga imbang krn curang semangat garuda,-0.5106,Negatif
wasit koplakkkk,0.0,Netral
menit bola kuasa indonesia yg pas wasit tanding nya sampe,0.0,Netral
gw mngutuk bahrain pnghuni dasar klasemen,0.0,Netral
bahrain peringkat d indonesiamain kandang draw indonesia udah bikin senang bangga indonesia semangat garuda,0.0,Netral
wasit wajib turun kasta tarkam,0.0,Netral
gak tau nya wasit yg bahaya,0.0,Netral
new mathematical formula from afc gt afc arabian fulus collusion,0.2732,Positif
bahrain silit,0.0,Netral
buka seri penalti ya,0.0,Netral
tetep semangat garuda,0.0,Netral
petisi wasit hilang kerja nya wasit akal bulus nya,0.0,Netral
wasit curang masyarakat indonesia pesan wasit kau dgn indonesia,0.0,Netral
sakit hati sumpah nonton nya,0.0,Netral
debat tim,0.0,Netral
licik nya si botak,0.0,Netral
islam lahir tanah arab timur laku gambar islam,0.0,Netral
islam takiyah mati,0.0,Netral
menit witan slesai serang slesai tanding,0.0,Netral
klu lihat kubu ngga salah krn juang yg salah wasit wasit untung main bahrin rugi timnas indonesia klu babak main bahsrin drama,0.0,Netral
bahrain kemenanganyang membagongkqn,0.0,Netral
bener kochi mamat klo level iran korsel japan kudu lewatin tim timur,0.0,Netral
wasiat nya bodok,0.0,Netral
semangat semangat bangpaes endak ganti ernandoar,0.0,Netral
kesel gua si jarwo wasit gila,0.0,Netral
wasit curang orang bayar,0.0,Netral
salam hormat salam saudara moga manfaat sehat tuhan kati aamiin,0.0,Netral
anda kondisi balik posisi bahrain unggul wasit tiup peluit waktu menit,0.0,Netral
bener offside no,-0.296,Negatif
udh hbiswasit curang,0.0,Netral
main sepak bola memalukankalau selesai ya selesai sesuai tambah waktukalah ya kalah gitu ya manusia tuh,0.0,Netral
apus aja bang bikin kesel doang,0.0,Netral
kesal rasanyakemasukan gol tendang sudut main yg fokus pressing lawan jaga tahan pas genting,0.0,Netral
wasit tel ek,0.0,Netral
atlet vs main drama ekor wasit,0.0,Netral
negara timur,0.0,Netral
mudah mudah wasit azab,0.0,Netral
indonesia lawan negara arab wasit arab jg ya indonesia ketemu wasitquot kontrofersi,0.0,Netral
curang wasit,0.0,Netral
babak aja tambah nya ngga sesuai menit dasar botak biadab,0.0,Netral
nya indonesia tahan skor titik darah terahir peluit timur tiup baru bangga aku indonesia king,0.0,Netral
astaghrfirull ahall azhiim ta allah mno curang pulok dr wasit,0.0,Netral
wasit pantek,0.0,Netral
wasit kuncul a href,0.0,Netral
baik,0.0,Netral
man of the match ahmed al kaf from om,0.0,Netral
bahrainpun ngimbangin indonesia butuh nempatin orang tum afc misi yg bagong emang negara wan abud,0.0,Netral
wasit setan sdh menit henti tanding bahrain masuk bola lanjut tanding,0.0,Netral
rewatch liat goal perdanamya struick,0.0,Netral
tuan rmh yg malu,0.0,Netral
ya allah wasititu udah menit loo woiiibotak sialanhampir menit lo,0.0,Netral
bahrain curang indonesia menang,0.0,Netral
aafirisidkwioa,0.0,Netral
wasit nya curang,0.0,Netral
iyya manusiawi kecewa dg adil lapanganmeski sdh trlanjur protes wajib layang fifamasa tdk reaksi dg fakta yg adatetap fokus lawan chinaagaruda bs libas bahrain jkartaaaaa,0.0,Netral
curang nyata atur skor wasit yg nyata,0.0,Netral
i love indonesia,0.6369,Positif
kawal timnas,0.0,Netral
komenquot afc ramai,0.0,Netral
wow,0.5859,Positif
pas peluit bola aman pas serang,0.0,Netral
indonesia emang slalu gembos wasit timur tengahbukan kli x,0.0,Netral
bikin spanduk nnti bahrain gbk tulisin,0.0,Netral
pmaen lokal lom level deh pas mreka masuk babak langsung mrusak irama prmainan tim,0.0,Netral
imbang brasa kalah mreka imbang udah bangga lihat beda kelas,0.0,Netral
lupa kekecewan si wasit botak haram jadahkini gaung pssi tum erick thohir media sosial dunia sepak bola tau indonesia pssi erick thohir indonesia,0.0,Netral
kali lihat wasit selebrasi,0.0,Netral
benerquot gak mood ngapa ngapain sampe cry my timnas deserve better,-0.0516,Negatif
real,0.0,Netral
konoha negara dunia lawan negara kaya negara habaib wasit habaib adil yg konoha mata dunia internasional pandang dunia internasional konohq tunduk islqm tunduk habab budaya maklum yg kaya menang yg kaya benarciri karateristik budak ga heran konoha laku,0.0,Netral
